id,id_usuario,id_universidad,id_grado_academico,titulo_profesional,especialidad,fecha_emision,resolucion,fecha_resolucion,flag_resolucion_nulidad,nro_resolucion_nulidad,fecha_resolucion_nulidad,id_tipo_obtencion
858,231,1,1,BACHILLER EN ENFERMERIA,-,1986-11-14,1378-86-R-UNA,,,,,2
859,231,1,2,ENFERMERA,-,1988-01-13,0043-88-R-UNA,,,,,2
860,231,1,4,Doctoris Scientiae en Educación,-,2021-10-11,1861-2021-R-UNA,,,,,2
861,235,10,4,DOCTORA EN CIENCIAS: ENFERMERÍA,-,2018-09-07,O.G.Y.T. 020-2018,,,,,2
862,235,1,3,MAGISTER EN SALUD PUBLICA,-,2013-02-07,0483-2013-R-UNA,,,,,2
863,235,1,2,ENFERMERA,-,1981-01-02,-,,,,,2
864,235,1,1,BACHILLER EN ENFERMERIA,-,1979-01-30,-,,,,,2
865,233,1,3,MAGISTER EN SALUD PUBLICA,-,2009-05-15,0629-2009-R-UNA,,,,,2
866,233,15,2,LICENCIADO EN ENFERMERIA,-,1992-07-16,R-1162-92,,,,,2
867,233,15,1,BACHILLER EN ENFERMERIA,-,1992-04-23,R-438-92,,,,,2
868,233,1,4,Doctoris Scientiae en Ciencias de la Salud,-,2022-07-27,1560-2022-R-UNA,,,,,2
869,234,22,3,MAGISTER EN ENFERMERIA,CON MENCION EN GESTION EN ENFERMERIA,2004-05-25,01039-R-2004,,,,,2
870,234,22,3,MAGISTER EN ENFERMERIA MENCION EN GESTION EN ENFERMERIA,-,2004-05-25,01039-R-2004,,,,,2
871,234,1,1,BACHILLER EN ENFERMERIA,-,1986-11-14,1379-86-R-UNA,,,,,2
872,234,1,2,ENFERMERA,-,1988-01-13,0042-88-R-UNA,,,,,2
873,237,35,3,MAESTRO EN GERENCIA DE SERVICIOS DE SALUD,-,2007-12-31,1274-2007-CU-UIGV,,,,,2
874,237,19,1,BACHILLER EN ADMINISTRACION Y MARKETING,-,2010-07-23,135-10-CU-R-UANCV,,,,,2
875,237,19,5,TITULO DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERIA,CIRUGIA,2006-07-06,0124-2007-CU-R-UANCV,,,,,2
876,237,15,1,BACHILLER EN ENFERMERIA,-,1986-03-14,203,,,,,2
877,237,15,2,TITULO DE LICENCIADO EN ENFERMERIA,-,1986-09-10,775,,,,,2
878,237,1,5,SEGUNDA ESPECIALIZACION EN: MEDICINA COMPLEMENTARIA,-,2012-08-03,1674-2012-R-UNA,,,,,2
879,237,10,4,DOCTORA EN CIENCIAS: SALUD PUBLICA,-,2017-08-11,O.G.Y.T. 019-2017,,,,,2
880,236,1,1,BACHILLER EN ENFERMERIA,-,1988-10-14,681-88-R-UNA,,,,,2
881,236,1,2,ENFERMERA,-,1969-06-11,-,,,,,2
882,238,1,5,SEGUNDA ESPECIALIZACION EN ENFERMERIA EN PEDIATRIA Y NEONATOLOGIA,-,2010-11-12,2428-2010-R-UNA,,,,,2
883,238,22,2,LICENCIADA EN ENFERMERIA,ENFERMERIA CARDIOLOGICA,2004-03-29,02949-R-2003,,,,,2
884,238,1,2,LICENCIADA EN ENFERMERIA,-,1996-06-28,858-96-R-UNA,,,,,2
885,238,1,1,BACHILLER EN ENFERMERIA,-,1995-12-29,1933-95-R-UNA,,,,,2
886,238,22,2,LICENCIADO EN ENFERMERA ESPECIALISTA EN ENFERMERIA CARDIOLOGICA,-,2004-03-29,02949-R-2003,,,,,2
887,238,10,4,DOCTORA EN CIENCIAS: ENFERMERIA,-,2018-01-19,O.G.Y.T. 003-2018,,,,,2
888,238,19,3,MAGISTER EN ADMINISTRACION,-,2009-06-05,111-09-CU-R-UANCV,,,,,2
889,239,10,1,BACHILLER EN ENFERMERÍA,-,1980-12-01,-,,,,,2
890,239,10,2,ENFERMERA,-,1980-12-01,-,,,,,2
891,239,66,5,ESPECIALISTA EN GESTION EN CENTRAL DE ESTERILIZACION,-,2019-02-15,096-2019-GYT-R-UPNW,,,,,2
892,239,10,5,SEGUNDA ESPECIALIDAD EN ENFERMERIA: CENTRO QUIRURGICO,-,2007-08-10,R.C.U. 275-2007,,,,,2
893,239,1,3,Magíster Scientiae en Salud Pública con Mención en: Investigación Cuantitativa y Cualitativa en Salud,-,2021-10-11,1863-2021-R-UNA,,,,,2
894,241,1,1,BACHILLER EN ENFERMERIA,-,1998-08-07,1463-98-R-UNA,,,,,2
895,241,1,2,LICENCIADO EN ENFERMERIA,-,1999-01-15,0016-99-R-UNA,,,,,2
896,241,1,3,MAGISTER SCIENTIAE EN SALUD PUBLICA,MENCION EN: DIRECCION Y GESTION DE SERVICIOS DE SALUD,2012-06-15,1290-2012-R-UNA,,,,,2
897,241,1,5,SEGUNDA ESPECIALIZACION PROFESIONAL DE,GERENCIA Y GESTION DE SERVICIOS DE SALUD,2011-03-18,0522-2011-R-UNA,,,,,2
898,240,1,1,BACHILLER EN ENFERMERIA,-,1992-01-17,53-92-R-UNA,,,,,2
899,240,1,3,Magíster Scientiae en Salud Pública con Mención en: Dirección y Gestión de Servicios de Salud,-,2018-09-05,2270-2018-R-UNA,,,,,2
900,240,1,2,LICENCIADA EN ENFERMERIA,-,1993-02-05,159-93-R-UNA,,,,,2
901,240,1,4,Doctoris Scientiae en Ciencias de la Salud,-,2022-06-15,1208-2022-R-UNA,,,,,2
902,242,1,5,SEGUNDA ESPECIALIZACION EN PLANIFICACION Y ADMINISTRACION DE SERVICIOS DE SALUD,-,2011-04-08,0733-2011-R-UNA,,,,,2
903,242,1,4,Doctoris Scientiae en Ciencias de la Salud,-,2019-07-10,1688-2019-R-UNA,,,,,2
904,242,10,3,MAESTRO EN CIENCIAS: ENFERMERIA,SALUD DEL ADULTO Y EL ANCIANO,2011-05-27,RCU 195-2011,,,,,2
905,242,1,1,BACHILLER EN ENFERMERIA,-,1988-06-17,-,,,,,2
906,242,1,2,ENFERMERA,-,1989-06-02,370-89-R-UNA,,,,,2
907,242,10,5,SEGUNDA ESPECIALIDAD EN ENFERMERIA,CUIDADOS INTENSIVOS,2007-06-09,R.C.U. 187-2007,,,,,2
908,244,1,4,DOCTORIS SCIENTIAE EN CIENCIAS SOCIALES,-,2013-03-27,1038-2013-R-UNA,,,,,2
909,244,40,3,MAGISTER EN SOCIOLOGIA,-,1999-01-27,-,,,,,2
1106,292,10,1,BACHILLER EN FILOSOFIA,-,1993-02-15,-,,,,,2
910,245,1,3,MAGISTER SCIENTIAE EN CIENCIAS SOCIALES,MENCION: GESTION DE PROGRAMAS SOCIALES,2010-04-05,0652-2010-R-UNA,,,,,2
911,245,1,2,LICENCIADO EN ANTROPOLOGIA,-,1992-10-02,-,,,,,2
912,245,1,1,BACHILLER EN ANTROPOLOGIA,-,1992-01-31,186-92-R-UNA,,,,,2
913,245,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2023-12-06,3357-2023-R-UNA,,,,,2
914,247,10,2,LICENCIADO EN ANTROPOLOGIA,-,1984-01-31,-,,,,,2
915,247,10,1,BACHILLER EN ANTROPOLOGIA,-,1983-02-02,-,,,,,2
916,247,1,3,MAGISTER SCIENTIAE EN EDUCACION,MENCION EN: DIDACTICA DE LA EDUCACION SUPERIOR,2009-02-06,0204-2009-R-UNA,,,,,2
917,247,1,4,"DOCTORIS SCIENTIAE EN CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2013-02-07,0481-2013-R-UNA,,,,,2
918,243,1,1,BACHILLER EN ANTROPOLOGIA,-,1995-09-01,1226-95-R-UNA,,,,,2
919,243,1,2,LICENCIADO EN ANTROPOLOGIA,-,1997-01-17,0012-97-R-UNA,,,,,2
920,243,67,2,"LICENCIADO EN EDUCACIÓN SECUNDARIA, ESPECIALIDAD HISTORIA,GEOGRAFÍA Y CIENCIAS SOCIALES",-,2018-04-24,489-2018-CU-ULADECH CATOLICA,,,,,2
921,243,67,1,BACHILLER EN EDUCACIÓN,-,2016-10-25,1387-2016-CU-ULADECH CATÓ¿LICA,,,,,2
922,243,1,3,MAGISTER SCIENTIAE EN LINGÜISTICA ANDINA Y EDUCACION,-,2011-12-02,2439-2011-R-UNA,,,,,2
923,243,68,2,TÍTULO DE DOCTOR,-,,0847-2013-ANR,,,,,2
924,243,68,2,TÍTULO DE DOCTOR POR LA UNIVERSIDAD PABLO DE OLAVIDE DE SEVILLA ,-,,0874-2013-ANR,,,,,2
925,243,69,4,TÍTULO UNIVERSITARIO OFICIAL DE DOCTOR DENTRO DEL PROGRAMA OFICIAL DE DOCTORADO EN HISTORIA DE AMÉRICA LATINA. MUNDOS INDÍGENAS (GRADO DE DOCTOR),-,2017-09-11,RESOLUCIÓN Nº 004701-2020-SUNEDU-02-15-02,,,,,2
926,246,1,1,BACHILLER EN ANTROPOLOGIA,-,1993-07-02,845-93-R-UNA,,,,,2
927,246,70,3,MAESTRO EN CIENCIAS EN AGROECOLOGIA,MENCION BIODIVERSIDAD Y AGRICULTURA CAMPESINA ANDINO - AMAZONICA,2007-01-05,043-2006-CU-R-UNAS,,,,,2
928,246,1,2,LICENCIADO EN ANTROPOLOGIA,-,1994-07-22,1000-94-R-UNA,,,,,2
929,246,70,3,"MAESTRO EN CIENCIAS EN AGROECOLOGIA,",-,2007-01-05,043-2006-CU-R-UNAS,,,,,2
930,246,68,4,TÍTULO UNIVERSITARIO OFICIAL DE DOCTOR DENTRO DEL PROGRAMA DE DOCTORADO EN MEDIO AMBIENTE Y SOCIEDAD (GRADO DE DOCTOR),-,2019-06-07,RESOLUCIÓN N° 003475-2021-SUNEDU-02-15-02,,,,,2
931,248,1,1,BACHILLER EN ANTROPOLOGIA,-,1990-11-02,1300-90-R-UNA,,,,,2
932,248,1,2,LICENCIADO EN ANTROPOLOGIA,-,1991-06-14,644-91-R-UNA,,,,,2
933,248,1,3,MAGISTER SCIENTIAE EN GESTION DE PROGRAMAS SOCIALES,-,2010-06-25,1310-2010-R-UNA,,,,,2
934,248,1,4,"Doctor en Ciencias Sociales, Gestión Pública y Desarrollo Territorial",-,2019-03-26,0647-2019-R-UNA,,,,,2
935,249,10,2,LICENCIADO EN ANTROPOLOGIA,-,1982-06-16,-,,,,,2
936,249,10,1,BACHILLER EN ANTROPOLOGIA,-,1981-01-29,-,,,,,2
937,250,1,2,LICENCIADO EN ANTROPOLOGIA,-,1994-01-14,-,,,,,2
938,250,1,1,Bachiller en Antropología,-,1992-09-04,992-92-R-UNA,,,,,2
939,250,1,3,Magíster Scientiae en Ciencias Forenses y Criminalística,-,2023-07-10,1693-2023-R-UNA,,,,,2
940,252,22,3,MAGISTER EN ANTROPOLOGIA,-,2005-10-25,03757-R-05,,,,,2
941,252,22,3,MAESTRIA EN ANTROPOLOGIA,-,2005-10-25,03757-R-05,,,,,2
942,252,1,1,BACHILLER EN DERECHO,-,2013-01-23,0212-2013-R-UNA,,,,,2
943,252,1,2,LICENCIADO EN ANTROPOLOGIA,-,1992-01-31,173-92-R-UNA,,,,,2
944,252,1,1,BACHILLER EN ANTROPOLOGIA,-,1991-11-29,1375-91-R-UNA,,,,,2
945,252,1,2,ABOGADO,-,2014-07-08,2317-2014-R-UNA,,,,,2
946,252,1,4,Doctor/Doctoris Scientiae en: Derecho,-,2017-05-30,1534-2017-R-UNA,,,,,2
947,252,1,3,Maestro en Derecho Mención en: Derecho Constitucional y Procesal Constitucional,-,2020-09-29,0972-2020-R-UNA,,,,,2
948,251,10,1,BACHILLER EN ANTROPOLOGIA,-,1991-08-16,-,,,,,2
949,251,40,3,MAGÍSTER EN ANTROPOLOGÍA,-,2012-09-05,-,,,,,2
950,251,10,2,LICENCIADO EN ANTROPOLOGIA,-,1992-07-20,-,,,,,2
951,251,1,4,"Doctor en Ciencias Sociales, Gestión Pública y Desarrollo Territorial",-,2022-02-28,0382-2022-R-UNA,,,,,2
952,255,15,1,BACHILLER EN EDUCACION,-,,0338-71,,,,,2
953,255,15,1,BACHILLER EN LETRAS Y CIENCIAS HUMANAS,-,1971-02-03,R-338-71,,,,,2
954,255,1,3,MAGISTER SCIENTIAE EN EDUCACION,CON MENCION EN: EDUCACION INTERCULTURAL,2012-02-24,0345-2012-R-UNA,,,,,2
955,255,15,1,BACHILLER EN LETRAS Y CS. HUMANAS,-,1971-02-03,R-338-71,,,,,2
956,257,1,3,MAGISTER SCIENTIAE EN: CIENCIAS SOCIALES,CON MENCION EN: PROMOCION DEL DESARROLLO,2014-06-24,2097-2014-R-UNA,,,,,2
957,257,1,4,Doctoris Scientiae en Ciencias Políticas y Gobernanza,-,2021-12-13,2580-2021-R-UNA,,,,,2
958,257,48,1,BACHILLER EN CIENCIAS ARQUEOLOGICAS,-,,1679-CU-1999,,,,,2
959,257,48,2,LICENCIADO EN ARQUEOLOGIA,-,,1679-CU-1999,,,,,2
960,256,1,1,BACHILLER EN ANTROPOLOGIA,-,1992-12-18,1547-92-R-UNA,,,,,2
961,256,1,2,LICENCIADO EN ANTROPOLOGIA,-,1993-07-02,844-93-R-UNA,,,,,2
962,256,1,3,MAGISTER SCIENTIAE EN CIENCIAS SOCIALES,MENCION: EVALUACION DE PROGRAMAS SOCIALES,2009-01-02,3179-2008-R-UNA,,,,,2
963,256,19,4,DOCTOR EN EDUCACION,-,2019-08-16,0357-2019-UANCV-CU-R,,,,,2
964,258,40,3,MAGISTER EN ANTROPOLOGIA,-,2003-02-12,-,,,,,2
965,258,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2018-08-22,2181-2018-R-UNA,,,,,2
966,258,10,1,BACHILLER EN ANTROPOLOGIA,-,1993-07-09,-,,,,,2
967,258,10,2,LICENCIADO EN ANTROPOLOGIA,-,1994-01-21,-,,,,,2
968,258,71,4,GRADO DE DOCTOR EN ANTROPOLOGÍA,-,2019-06-03,RESOLUCIÓN Nº 5887-2019-SUNEDU-02-15-02,,,,,2
969,260,1,4,Doctoris Scientiae en Ciencias Políticas y Gobernanza,-,2021-10-11,1861-2021-R-UNA,,,,,2
970,260,1,2,LICENCIADO EN ANTROPOLOGIA,-,1993-02-05,159-93-R-UNA,,,,,2
971,260,1,1,BACHILLER EN ANTROPOLOGIA,-,1990-11-02,1300-90-R-UNA,,,,,2
972,260,42,3,GRADO DE MAGÍSTER EN ANTROPOLOGÍA Y DESARROLLO,-,2006-03-31,887-2008-ANR,,,,,2
973,253,48,2,LICENCIADO EN ARQUEOLOGIA,-,1997-04-24,1460-CU-97,,,,,2
974,253,48,1,BACHILLER EN CIENCIAS ARQUEOLOGICAS,ARQUEOLOGIA,,1679-CU-1999,,,,,2
1253,329,1,2,LICENCIADO EN TURISMO,-,2000-09-22,1386-2000-R-UNA,,,,,2
975,254,19,5,SEGUNDA ESPECIALIZACION PROFESIONAL EN EDUCACION BILINGUE INTERCULTURAL,-,2005-05-06,RES.066-05-CU-R-UANCV,,,,,2
976,254,1,3,MAGISTER SCIENTIAE EN CIENCIAS SOCIALES,MENCION PROMOCION DEL DESARROLLO,2007-09-21,2029-2007-R-UNA,,,,,2
977,254,1,4,Doctoris Scientiae en Ciencias Sociales,-,2019-07-10,1688-2019-R-UNA,,,,,2
978,254,1,1,BACHILLER EN ANTROPOLOGIA,-,2001-09-27,1382-2001-R-UNA,,,,,2
979,254,19,5,SEGUNDA ESPECIALIZACION PROFESIONAL,EDUCACION BILINGÜE INTERCULTURAL,2005-05-06,RES-066-05-CU-R-UANCV,,,,,2
980,254,1,2,LICENCIADO EN ANTROPOLOGIA,-,2002-01-18,0073-2002-R-UNA,,,,,2
981,254,73,1,"BACHILLER EN ADMINISTRACIÓN, FINANZAS Y NEGOCIOS GLOBALES",-,2024-05-20,N° 320-2024-UPTELESUP-R,,,,,2
982,254,19,5,SEGUNDA ESPECIALIZACION PROFESIONAL,-,2005-05-06,RES.066-05-CU-R-UANCV,,,,,2
983,262,1,4,Doctor en Educación,-,2019-07-10,1687-2019-R-UNA,,,,,2
984,262,10,1,BACHILLER EN ARTES,MUSICA,2002-01-18,-,,,,,2
985,262,10,2,LICENCIADO EN ARTES,MUSICA,2003-04-24,-,,,,,2
986,262,10,3,MAESTRO EN ARTES,-,2011-02-18,RCU 066-2011,,,,,2
987,261,10,2,LICENCIADO EN ARTES: PLÁSTICAS,-,2000-06-23,-,,,,,2
988,261,10,1,BACHILLER EN ARTES,PLASTICAS,1992-02-17,-,,,,,2
989,261,10,3,MAESTRO EN ARTES,-,2018-02-16,O.G.Y.T. 005-2018,,,,,2
990,264,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1994-02-11,187-94-R-UNA,,,,,2
991,264,1,1,Bachiller en Ciencias de la Comunicación Social,-,1992-11-20,1388-92-R-UNA,,,,,2
992,264,10,3,"MAESTRO EN CIENCIAS: RELACIONES INDUSTRIALES, CON MENCIÓN EN GERENCIA ESTRATÉGICA DE RECURSOS HUMANOS",-,2024-12-13,U.G.Y.T. N° 018-2024,,,,,2
993,265,48,2,LICENCIADO EN COMUNICACION SOCIAL.ESPECIALIDAD: RELACIONES PUBLICAS Y RELACIONES INDUSTRIALES,RELACIONES PUBLICAS Y RELACIONES INDUSTRIALES,,1679-CU-1999,,,,,2
994,265,48,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,,1679-CU-1999,,,,,2
995,265,48,2,LICENCIADO EN COMUNICACION SOCIAL,RELACIONES PUBLICAS E INDUSTRIALES,1986-12-16,1679-CU-99,,,,,2
996,265,10,3,MAESTRO EN CIENCIAS,COMUNICACION,2001-01-12,-,,,,,2
997,265,48,2,LICENCIADO EN COMUNICACION SOCIAL. ESPECIALIDAD: RELACIONES PUBLICAS Y RELACIONES INDUSTRIALES,-,,1679-CU-1999,,,,,2
998,265,10,4,DOCTOR EN CIENCIAS SOCIALES,-,2007-08-24,RCU 303-2007,,,,,2
999,263,10,4,DOCTOR EN CIENCIAS SOCIALES,-,2008-08-01,RCU 519-2008,,,,,2
1000,263,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1995-08-04,965-95-R-UNA,,,,,2
1001,263,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1994-07-22,1001-94-R-UNA,,,,,2
1002,263,1,3,MAGISTER EN DESARROLLO RURAL,-,2001-10-19,1532-2001-R-UNA,,,,,2
1003,263,1,3,MAGISTER SCIENTAE EN DESARROLLO RURAL,-,2001-10-19,1532-2001-R-UNA,,,,,2
1004,268,10,3,MAESTRO EN CIENCIAS RELACIONES INDUSTRIALES,GERENCIA ESTRATEGICA DE RECURSOS HUMANOS,2005-06-24,RCU 146- 2005,,,,,2
1005,268,10,2,LICENCIADO EN RELACIONES INDUSTRIALES Y PUBLICAS,-,1987-07-31,-,,,,,2
1006,268,10,4,DOCTOR EN COMUNICACION Y DESARROLLO,-,2016-12-23,G.Y.T. 016-2016,,,,,2
1007,268,10,1,BACHILLER EN RELACIONES INDUSTRIALES Y PUBLICAS,-,1987-07-31,-,,,,,2
1008,266,1,3,MAGISTER SCIENTIAE EN DESARROLLO RURAL,-,2007-05-04,0748-2007-R-UNA,,,,,2
1009,266,48,2,LICENCIADO EN COMUNICACION SOCIAL. ESPECIALIDAD: RELACIONES PUBLICAS Y RELACIONES INDUSTRIALES,RELACIONES PUBLICAS Y RELACIONES INDUSTRIALES,,1679-CU-1999,,,,,2
1010,266,48,2,LICENCIADO EN COMUNICACION SOCIAL,RELACIONES PUBLICAS E INDUSTRIALES,1990-10-24,1679-CU-99,,,,,2
1011,266,48,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,,1679-CU-1999,,,,,2
1012,266,48,2,LICENCIADO EN COMUNICACION SOCIAL.ESPECIALIDAD: RELACIONES PUBLICAS Y RELACIONES INDUSTRIALES,-,,1679-CU-1999,,,,,2
1013,266,1,4,Doctoris Scientiae en Ciencias Sociales,-,2025-03-21,0753-2025-R-UNA,,,,,2
1014,270,51,4,DOCTOR EN EDUCACION,-,2017-04-15,0065-2017-UCV,,,,,2
1015,270,15,2,LICENCIADO  EN CIENCIAS DE LA COMUNICACIÓN,-,1989-12-29,R - 037 - 90,,,,,2
1016,270,15,1,BACHILLER EN CIENCIAS DE LA COMUNICACIÓN,-,2004-10-11,R - 655 - 89,,,,,2
1017,270,13,3,MAESTRO EN INVESTIGACION Y DOCENCIA UNIVERSITARIA,-,2009-10-29,6304-2009-R-UAP,,,,,2
1018,267,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1992-12-18,1548-92-R-UNA,,,,,2
1019,267,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1992-07-31,850-92-R-UNA,,,,,2
1020,267,10,1,BACHILLER EN EDUCACION,-,1992-05-22,-,,,,,2
1021,267,10,2,"LICENCIADO EN EDUCACIÓN, ESPECIALIDAD: LENGUA, LITERATURA Y FILOSOFÍA",-,1993-05-07,-,,,,,2
1022,267,18,3,MAESTRO EN MARKETING Y NEGOCIOS INTERNACIONALES,-,2003-10-02,6781,,,,,2
1023,267,74,2,TÍTULO DE : DOCTOR EN CIENCIAS ,-,,1095-2010-ANR,,,,,2
1024,271,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1995-06-02,643-95-R-UNA,,,,,2
1025,271,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1995-09-01,1227-95-R-UNA,,,,,2
1026,271,35,3,MAESTRO EN INVESTIGACION Y DOCENCIA UNIVERSITARIA,-,2011-03-16,0211-2011-CU-UIGV,,,,,2
1027,271,10,4,DOCTOR EN COMUNICACION Y DESARROLLO,-,2016-12-23,G.Y.T. 016-2016,,,,,2
1028,272,1,3,MAGISTER SCIENTIAE EN CIENCIAS SOCIALES,MENCION: COMUNICACION PARA EL DESARROLLO,2009-02-06,0201-2009-R-UNA,,,,,2
1029,272,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1995-09-29,388-95-R-UNA,,,,,2
1030,272,1,5,SEGUNDA ESPECIALIZACION EN: DIDACTICA UNIVERSITARIA,-,2012-12-06,2896-2012-R-UNA,,,,,2
1031,272,1,4,DOCTORIS SCIENTIAE EN: CIENCIAS SOCIALES,-,2015-04-06,1002-2015-R-UNA,,,,,2
1032,274,13,3,MAESTRO EN RELACIONES PUBLICAS,-,2010-04-22,6946-2010-R-UAP,,,,,2
1033,274,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1992-07-31,850-92-R-UNA,,,,,2
1034,274,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1992-12-18,1548-92-R-UNA,,,,,2
1035,274,1,4,Doctoris Scientiae en: Ciencias Sociales,-,2015-07-01,1947-2015-R-UNA,,,,,2
1036,273,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACIÓN SOCIAL,-,1993-02-05,159-93-R-UNA,,,,,2
1037,273,1,1,Bachiller en Ciencias de la Educación,-,1990-05-18,475-90-R-UNA,,,,,2
1038,273,1,2,"Licenciado en Educación, Especialidad de Lengua, Literatura, Psicología y Filosofía",-,1992-10-23,1266-92-R-UNA,,,,,2
1039,273,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACIÓN SOCIAL,-,1992-09-04,992-92-R-UNA,,,,,2
1040,276,48,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,,1679-CU-1999,,,,,2
1041,276,48,2,LICENCIADO EN PERIODISMO,-,,1679-CU-1999,,,,,2
1042,276,18,4,DOCTORA EN ADMINISTRACIÓN,-,2015-07-14,8291,,,,,2
1043,276,10,3,MAESTRA EN CIENCIAS: INGENIERIA INDUSTRIAL,MENCION EN MARKETING,2004-06-04,-,,,,,2
1044,275,48,2,LICENCIADO EN COMUNICACION SOCIAL,RELACIONES PUBLICAS E INDUSTRIALES,1985-01-10,1679-CU-99,,,,,2
1045,275,48,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,,1679-CU-1999,,,,,2
1046,275,48,2,LICENCIADO EN COMUNICACION SOCIAL. ESPECIALIDAD: RELACIONES PUBLICAS Y RELACIONES INDUSTRIALES,RELACIONES PUBLICAS Y RELACIONES INDUSTRIALES,,1679-CU-1999,,,,,2
1047,275,22,3,MAGISTER EN COMUNICACION SOCIAL,INVESTIGACION EN COMUNICACION,2004-06-23,02136-R-04,,,,,2
1048,275,1,4,Doctoris Scientiae en Ciencias Sociales,-,2019-11-15,2894-2019-R-UNA,,,,,2
1049,275,48,2,LICENCIADO EN COMUNICACION SOCIAL.ESPECIALIDAD: RELACIONES PUBLICAS Y RELACIONES INDUSTRIALES,-,,1679-CU-1999,,,,,2
1050,277,48,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,,1679-CU-1999,,,,,2
1051,277,48,2,LICENCIADO EN PERIODISMO,-,,1679-CU-1999,,,,,2
1052,277,10,3,MAESTRO EN CIENCIAS,COMUNICACION,2002-09-06,-,,,,,2
1053,277,22,4,DOCTOR EN CIENCIAS SOCIALES,ESPECIALIDAD EN SOCIOLOGIA,2011-12-06,05830-R-11,,,,,2
1054,279,22,3,MAGISTER EN PSICOLOGIA,PSICOLOGIA CLINICA Y DE LA SALUD,2003-10-20,04197-R-03,,,,,2
1055,279,22,3,MAGISTER PSICOLOGIA,-,2003-10-20,04197-R-2003,,,,,2
1056,279,10,2,PSICOLOGO,-,1991-10-18,-,,,,,2
1057,279,10,1,BACHILLER EN PSICOLOGÍA,-,1989-02-08,-,,,,,2
1058,278,1,3,MAGISTER SCIENTIAE EN CIENCIAS SOCIALES,MENCION: COMUNICACION PARA EL DESARROLLO,2009-02-06,0201-2009-R-UNA,,,,,2
1059,278,1,4,DOCTORIS SCIENTIAE EN: CIENCIAS SOCIALES,-,2015-04-06,1002-2015-R-UNA,,,,,2
1060,278,19,1,BACHILLER EN DERECHO,-,1999-06-04,RES-095-1999-CU-R-UANCV,,,,,2
1061,278,19,2,ABOGADA,-,2002-11-01,019-2002-CU-R-UANCV,,,,,2
1062,278,1,5,SEGUNDA ESPECIALIZACION PROFESIONAL DE DIDACTICA UNIVERSITARIA,-,2012-07-13,1426-2012-R-UNA,,,,,2
1063,278,1,2,LICENCIADA EN CIENCIAS DE LA COMUNICACION SOCIAL,-,2000-05-19,0569-2000-R-UNA,,,,,2
1064,278,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1999-05-21,0806-99-R-UNA,,,,,2
1065,282,10,1,BACHILLER EN LITERATURA Y LINGUISTICA,-,1996-02-05,-,,,,,2
1066,282,10,2,LICENCIADO EN LITERATURA Y LINGUISTICA,-,1996-11-29,-,,,,,2
1067,282,1,3,MAGISTER SCIENTIAE EN LINGÜISTICA ANDINA Y EDUCACION,MENCION EN PLANIFICACION Y GESTION EN EDUCACION BILINGÜE INTERCULTURAL,2008-12-26,3127-2008-R-UNA,,,,,2
1068,282,1,5,SEGUNDA ESPECIALIZACION EN DIDACTICA UNIVERSITARIA,-,2010-07-23,1568-2010-R-UNA,,,,,2
1069,282,1,4,Doctoris Scientiae en Educación,-,2018-07-26,1902-2018-R-UNA,,,,,2
1070,283,10,1,BACHILLER EN LITERATURA Y LINGÜISTICA,-,1996-02-05,-,,,,,2
1071,283,10,2,LICENCIADO EN LITERATURA Y LINGÜISTICA,-,1998-01-09,-,,,,,2
1072,283,10,3,MAESTRO EN CIENCIAS: LITERATURA CON MENCIÓN EN ANÁLISIS DEL DISCURSO,-,2018-06-15,O.G.Y.T. 014-2018,,,,,2
1073,285,10,1,BACHILLER EN PSICOLOGÍA,-,1981-06-11,-,,,,,2
1074,285,75,1,BACHILLER EN EDUCACION,-,2007-03-14,0563-2007-CU-ULADECH,,,,,2
